Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in),Month,Day,Hour
2019-11-03 10:00:00,194,176,148,128,15,59.63,11,3,10
2019-11-03 11:00:00,193.5,180,144,110,11,59.6,11,3,11
2019-11-03 12:00:00,194.9,179,150,125,11,59.57,11,3,12
2019-11-03 13:00:00,196.7,167,148,149,16,59.54,11,3,13
2019-11-03 14:00:00,196.5,161,146,157,8,59.51,11,3,14
2019-11-03 15:00:00,195.5,174,144,120,10,59.48,11,3,15
2019-11-03 16:00:00,196.7,170,148,140,15,59.45,11,3,16
2019-11-03 17:00:00,193.6,168,148,144,14,59.48,11,3,17
2019-11-03 18:00:00,185.8,166,146,144,8,59.51,11,3,18
2019-11-03 19:00:00,178.7,164,146,148,14,59.54,11,3,19
2019-11-03 20:00:00,179.2,164,146,148,11,59.57,11,3,20
2019-11-03 21:00:00,180.5,164,150,158,11,59.6,11,3,21
2019-11-03 22:00:00,183.7,164,150,158,5,59.6,11,3,22
2019-11-03 23:00:00,183.6,166,148,149,5,59.63,11,3,23
2019-11-04 00:00:00,172.4,168,146,140,11,59.66,11,4,0
2019-11-04 01:00:00,167.9,157,146,168,18,59.6,11,4,1
2019-11-04 02:00:00,166.1,154,146,178,15,59.6,11,4,2
2019-11-04 03:00:00,170.3,154,146,178,11,59.54,11,4,3
2019-11-04 04:00:00,167.9,154,146,178,7,59.54,11,4,4
2019-11-04 05:00:00,166.3,154,148,183,5,59.54,11,4,5
2019-11-04 06:00:00,174.2,154,148,183,5,59.54,11,4,6
2019-11-04 07:00:00,213.2,156,148,177,4,59.57,11,4,7
2019-11-04 08:00:00,224.9,162,146,158,7,59.63,11,4,8
2019-11-04 09:00:00,226.9,168,146,140,14,59.66,11,4,9
2019-11-04 10:00:00,228.7,176,148,128,15,59.63,11,4,10
2019-11-04 11:00:00,227.2,180,144,110,11,59.6,11,4,11
2019-11-04 12:00:00,226.2,179,150,125,11,59.57,11,4,12
2019-11-04 13:00:00,231.1,167,148,149,16,59.54,11,4,13
2019-11-04 14:00:00,229.6,161,146,157,8,59.51,11,4,14
2019-11-04 15:00:00,228.3,174,144,120,10,59.48,11,4,15
2019-11-04 16:00:00,230.8,170,148,140,15,59.45,11,4,16
2019-11-04 17:00:00,228.6,168,148,144,14,59.48,11,4,17
2019-11-04 18:00:00,221.9,166,146,144,8,59.51,11,4,18
2019-11-04 19:00:00,188.9,164,146,148,14,59.54,11,4,19
2019-11-04 20:00:00,191.8,164,146,148,11,59.57,11,4,20
2019-11-04 21:00:00,188.8,164,150,158,11,59.6,11,4,21
2019-11-04 22:00:00,189.6,164,150,158,5,59.6,11,4,22
2019-11-04 23:00:00,187.5,166,148,149,5,59.63,11,4,23
2019-11-05 00:00:00,174.3,168,146,140,11,59.66,11,5,0
2019-11-05 01:00:00,168.8,157,146,168,18,59.6,11,5,1
2019-11-05 02:00:00,168.9,154,146,178,15,59.6,11,5,2
2019-11-05 03:00:00,175.9,154,146,178,11,59.54,11,5,3
2019-11-05 04:00:00,179.3,154,146,178,7,59.54,11,5,4
2019-11-05 05:00:00,178.5,154,148,183,5,59.54,11,5,5
2019-11-05 06:00:00,175,154,148,183,5,59.54,11,5,6
2019-11-05 07:00:00,204.8,156,148,177,4,59.57,11,5,7
2019-11-05 08:00:00,235.9,162,146,158,7,59.63,11,5,8
2019-11-05 09:00:00,237.3,168,146,140,14,59.66,11,5,9
2019-11-05 10:00:00,234.1,176,148,128,15,59.63,11,5,10
2019-11-05 11:00:00,229.3,180,144,110,11,59.6,11,5,11
2019-11-05 12:00:00,232.5,179,150,125,11,59.57,11,5,12
2019-11-05 13:00:00,232.7,167,148,149,16,59.54,11,5,13
2019-11-05 14:00:00,222.8,161,146,157,8,59.51,11,5,14
2019-11-05 15:00:00,194,174,144,120,10,59.48,11,5,15
2019-11-05 16:00:00,226.6,170,148,140,15,59.45,11,5,16
2019-11-05 17:00:00,224,168,148,144,14,59.48,11,5,17
2019-11-05 18:00:00,220.9,166,146,144,8,59.51,11,5,18
2019-11-05 19:00:00,189.6,164,146,148,14,59.54,11,5,19
2019-11-05 20:00:00,192.3,164,146,148,11,59.57,11,5,20
2019-11-05 21:00:00,189.8,164,150,158,11,59.6,11,5,21
2019-11-05 22:00:00,187.6,164,150,158,5,59.6,11,5,22
2019-11-05 23:00:00,186.7,166,148,149,5,59.63,11,5,23
2019-11-06 00:00:00,175.4,168,146,140,11,59.66,11,6,0
2019-11-06 01:00:00,170.8,157,146,168,18,59.6,11,6,1
2019-11-06 02:00:00,170.1,154,146,178,15,59.6,11,6,2
2019-11-06 03:00:00,181.9,154,146,178,11,59.54,11,6,3
2019-11-06 04:00:00,182.7,154,146,178,7,59.54,11,6,4
2019-11-06 05:00:00,187.9,154,148,183,5,59.54,11,6,5
2019-11-06 06:00:00,188.1,154,148,183,5,59.54,11,6,6
2019-11-06 07:00:00,218.4,156,148,177,4,59.57,11,6,7
2019-11-06 08:00:00,233,162,146,158,7,59.63,11,6,8
2019-11-06 09:00:00,231,168,146,140,14,59.66,11,6,9
2019-11-06 10:00:00,228.6,176,148,128,15,59.63,11,6,10
2019-11-06 11:00:00,222.1,180,144,110,11,59.6,11,6,11
2019-11-06 12:00:00,224.1,179,150,125,11,59.57,11,6,12
2019-11-06 13:00:00,228.1,167,148,149,16,59.54,11,6,13
2019-11-06 14:00:00,230.3,161,146,157,8,59.51,11,6,14
2019-11-06 15:00:00,228.8,174,144,120,10,59.48,11,6,15
2019-11-06 16:00:00,224.1,170,148,140,15,59.45,11,6,16
2019-11-06 17:00:00,221.5,168,148,144,14,59.48,11,6,17
2019-11-06 18:00:00,218,166,146,144,8,59.51,11,6,18
2019-11-06 19:00:00,183.2,164,146,148,14,59.54,11,6,19
2019-11-06 20:00:00,188.5,164,146,148,11,59.57,11,6,20
2019-11-06 21:00:00,185.6,164,150,158,11,59.6,11,6,21
2019-11-06 22:00:00,183,164,150,158,5,59.6,11,6,22
2019-11-06 23:00:00,183.5,166,148,149,5,59.63,11,6,23
2019-11-07 00:00:00,177.1,168,146,140,11,59.66,11,7,0
2019-11-07 01:00:00,172.7,157,146,168,18,59.6,11,7,1
2019-11-07 02:00:00,172.5,154,146,178,15,59.6,11,7,2
2019-11-07 03:00:00,173.7,154,146,178,11,59.54,11,7,3
2019-11-07 04:00:00,173.9,154,146,178,7,59.54,11,7,4
2019-11-07 05:00:00,177.7,154,148,183,5,59.54,11,7,5
2019-11-07 06:00:00,179.2,154,148,183,5,59.54,11,7,6
2019-11-07 07:00:00,208.3,156,148,177,4,59.57,11,7,7
2019-11-07 08:00:00,229.5,162,146,158,7,59.63,11,7,8
2019-11-07 09:00:00,227.3,168,146,140,14,59.66,11,7,9
2019-11-07 10:00:00,228.2,176,148,128,15,59.63,11,7,10
2019-11-07 11:00:00,229.6,180,144,110,11,59.6,11,7,11
2019-11-07 12:00:00,229.5,179,150,125,11,59.57,11,7,12
2019-11-07 13:00:00,227.2,167,148,149,16,59.54,11,7,13
2019-11-07 14:00:00,226.6,161,146,157,8,59.51,11,7,14
2019-11-07 15:00:00,227.4,174,144,120,10,59.48,11,7,15
2019-11-07 16:00:00,229.9,170,148,140,15,59.45,11,7,16
2019-11-07 17:00:00,225.9,168,148,144,14,59.48,11,7,17
2019-11-07 18:00:00,222.4,166,146,144,8,59.51,11,7,18
2019-11-07 19:00:00,186.8,164,146,148,14,59.54,11,7,19
2019-11-07 20:00:00,189,164,146,148,11,59.57,11,7,20
2019-11-07 21:00:00,188.6,164,150,158,11,59.6,11,7,21
2019-11-07 22:00:00,188.4,164,150,158,5,59.6,11,7,22
2019-11-07 23:00:00,189.6,166,148,149,5,59.63,11,7,23
2019-11-08 00:00:00,182.5,168,146,140,11,59.66,11,8,0
2019-11-08 01:00:00,178.2,157,146,168,18,59.6,11,8,1
2019-11-08 02:00:00,177.4,154,146,178,15,59.6,11,8,2
2019-11-08 03:00:00,179,154,146,178,11,59.54,11,8,3
2019-11-08 04:00:00,178.9,154,146,178,7,59.54,11,8,4
2019-11-08 05:00:00,179,154,148,183,5,59.54,11,8,5
2019-11-08 06:00:00,177.5,154,148,183,5,59.54,11,8,6
2019-11-08 07:00:00,208.4,156,148,177,4,59.57,11,8,7
2019-11-08 08:00:00,205.6,162,146,158,7,59.63,11,8,8
2019-11-08 09:00:00,200.5,168,146,140,14,59.66,11,8,9
2019-11-08 10:00:00,198.9,176,148,128,15,59.63,11,8,10
2019-11-08 11:00:00,197.8,180,144,110,11,59.6,11,8,11
2019-11-08 12:00:00,205.4,179,150,125,11,59.57,11,8,12
2019-11-08 13:00:00,210.2,167,148,149,16,59.54,11,8,13
2019-11-08 14:00:00,215.5,161,146,157,8,59.51,11,8,14
2019-11-08 15:00:00,214.6,174,144,120,10,59.48,11,8,15
2019-11-08 16:00:00,214.3,170,148,140,15,59.45,11,8,16
2019-11-08 17:00:00,206.8,168,148,144,14,59.48,11,8,17
2019-11-08 18:00:00,204.3,166,146,144,8,59.51,11,8,18
2019-11-08 19:00:00,184,164,146,148,14,59.54,11,8,19
2019-11-08 20:00:00,173.9,164,146,148,11,59.57,11,8,20
2019-11-08 21:00:00,173.6,164,150,158,11,59.6,11,8,21
2019-11-08 22:00:00,175.4,164,150,158,5,59.6,11,8,22
2019-11-08 23:00:00,176.1,166,148,149,5,59.63,11,8,23
2019-11-09 00:00:00,168.6,168,146,140,11,59.66,11,9,0
2019-11-09 01:00:00,165.7,157,146,168,18,59.6,11,9,1
2019-11-09 02:00:00,165.4,154,146,178,15,59.6,11,9,2
2019-11-09 03:00:00,168.4,154,146,178,11,59.54,11,9,3
2019-11-09 04:00:00,170.3,154,146,178,7,59.54,11,9,4
2019-11-09 05:00:00,165.6,154,148,183,5,59.54,11,9,5
2019-11-09 06:00:00,162,154,148,183,5,59.54,11,9,6
2019-11-09 07:00:00,183.7,156,148,177,4,59.57,11,9,7
2019-11-09 08:00:00,197.8,162,146,158,7,59.63,11,9,8
2019-11-09 09:00:00,203,168,146,140,14,59.66,11,9,9
2019-11-09 10:00:00,217,176,148,128,15,59.63,11,9,10
2019-11-09 11:00:00,221.2,180,144,110,11,59.6,11,9,11
2019-11-09 12:00:00,210.8,179,150,125,11,59.57,11,9,12
2019-11-09 13:00:00,208.2,167,148,149,16,59.54,11,9,13
2019-11-09 14:00:00,212,161,146,157,8,59.51,11,9,14
2019-11-09 15:00:00,213,174,144,120,10,59.48,11,9,15
2019-11-09 16:00:00,208.5,170,148,140,15,59.45,11,9,16
2019-11-09 17:00:00,202.1,168,148,144,14,59.48,11,9,17
2019-11-09 18:00:00,199.6,166,146,144,8,59.51,11,9,18
2019-11-09 19:00:00,184.9,164,146,148,14,59.54,11,9,19
2019-11-09 20:00:00,177.2,164,146,148,11,59.57,11,9,20
2019-11-09 21:00:00,174.9,164,150,158,11,59.6,11,9,21
2019-11-09 22:00:00,176.1,164,150,158,5,59.6,11,9,22
2019-11-09 23:00:00,175.8,161,150,168,4,59.66,11,9,23
2019-11-10 00:00:00,168.8,158,148,172,4,59.72,11,10,0
2019-11-10 01:00:00,165.7,158,146,166,4,59.69,11,10,1
2019-11-10 02:00:00,164,160,146,162,5,59.66,11,10,2
2019-11-10 03:00:00,166.7,162,146,158,7,59.66,11,10,3
2019-11-10 04:00:00,160.5,158,144,156,15,59.66,11,10,4
2019-11-10 05:00:00,156.5,158,144,156,8,59.63,11,10,5
2019-11-10 06:00:00,153.9,154,144,166,3,59.6,11,10,6
2019-11-10 07:00:00,168.4,158,146,166,5,59.66,11,10,7
2019-11-10 08:00:00,169.8,161,146,157,8,59.69,11,10,8
2019-11-10 09:00:00,176.4,168,146,140,10,59.72,11,10,9
2019-11-10 10:00:00,182.5,176,140,110,14,59.72,11,10,10
2019-11-10 11:00:00,189,181,140,101,5,59.69,11,10,11
2019-11-10 12:00:00,190.6,182,138,95,10,59.63,11,10,12
2019-11-10 13:00:00,195.5,181,140,101,17,59.54,11,10,13
2019-11-10 14:00:00,193,181,145,110,15,59.48,11,10,14
2019-11-10 15:00:00,196.3,180,150,124,15,59.42,11,10,15
2019-11-10 16:00:00,196.8,178,146,121,14,59.36,11,10,16
2019-11-10 17:00:00,190.8,176,146,124,12,59.42,11,10,17
2019-11-10 18:00:00,187.5,172,145,128,8,59.45,11,10,18
2019-11-10 19:00:00,183,172,146,132,3,59.51,11,10,19
2019-11-10 20:00:00,178.6,168,146,140,4,59.54,11,10,20
2019-11-10 21:00:00,177.7,168,148,144,3,59.6,11,10,21
2019-11-10 22:00:00,182.1,168,150,148,4,59.63,11,10,22
2019-11-10 23:00:00,181.1,164,152,163,3,59.63,11,10,23
2019-11-11 00:00:00,170.7,164,154,168,5,59.6,11,11,0
2019-11-11 01:00:00,168.5,164,154,168,5,59.57,11,11,1
2019-11-11 02:00:00,168.4,163,154,173,5,59.54,11,11,2
2019-11-11 03:00:00,170,162,154,178,5,59.54,11,11,3
2019-11-11 04:00:00,170.4,162,154,178,4,59.54,11,11,4
2019-11-11 05:00:00,175.6,162,154,178,4,59.54,11,11,5
2019-11-11 06:00:00,182.1,162,154,178,4,59.57,11,11,6
2019-11-11 07:00:00,228,163,154,173,5,59.6,11,11,7
2019-11-11 08:00:00,236,166,154,163,6,59.66,11,11,8
2019-11-11 09:00:00,222.8,174,154,144,6,59.66,11,11,9
2019-11-11 10:00:00,187.1,176,152,136,7,59.66,11,11,10
2019-11-11 11:00:00,206.3,178,148,125,7,59.66,11,11,11
2019-11-11 12:00:00,205.1,180,145,114,13,59.63,11,11,12
2019-11-11 13:00:00,198.2,182,146,110,11,59.54,11,11,13
2019-11-11 14:00:00,206,180,148,121,13,59.51,11,11,14
2019-11-11 15:00:00,178,174,148,132,8,59.48,11,11,15
2019-11-11 16:00:00,244.4,166,143,136,4,59.48,11,11,16
2019-11-11 17:00:00,219.3,164,150,158,5,59.54,11,11,17
2019-11-11 18:00:00,225.3,164,148,153,6,59.54,11,11,18
2019-11-11 19:00:00,192.7,164,150,158,5,59.57,11,11,19
2019-11-11 20:00:00,199.7,162,150,168,5,59.6,11,11,20
2019-11-11 21:00:00,191.6,162,150,168,4,59.69,11,11,21
2019-11-11 22:00:00,189.5,164,150,158,4,59.72,11,11,22
2019-11-11 23:00:00,187.8,163,152,168,4,59.66,11,11,23
2019-11-12 00:00:00,175.5,164,154,168,5,59.6,11,12,0
2019-11-12 01:00:00,171.4,164,154,168,5,59.57,11,12,1
2019-11-12 02:00:00,168.6,163,154,173,5,59.54,11,12,2
2019-11-12 03:00:00,169.3,162,154,178,5,59.54,11,12,3
2019-11-12 04:00:00,170.5,162,154,178,4,59.54,11,12,4
2019-11-12 05:00:00,174.6,162,154,178,4,59.54,11,12,5
2019-11-12 06:00:00,176.3,162,154,178,4,59.57,11,12,6
2019-11-12 07:00:00,212.2,163,154,173,5,59.6,11,12,7
2019-11-12 08:00:00,231.6,166,154,163,6,59.66,11,12,8
2019-11-12 09:00:00,225,174,154,144,6,59.66,11,12,9
2019-11-12 10:00:00,230.3,176,152,136,7,59.66,11,12,10
2019-11-12 11:00:00,231.4,178,148,125,7,59.66,11,12,11
2019-11-12 12:00:00,228.5,180,145,114,13,59.63,11,12,12
2019-11-12 13:00:00,228.3,182,146,110,11,59.54,11,12,13
2019-11-12 14:00:00,226.9,180,148,121,13,59.51,11,12,14
2019-11-12 15:00:00,221.4,174,148,132,8,59.48,11,12,15
2019-11-12 16:00:00,213.2,166,143,136,4,59.48,11,12,16
2019-11-12 17:00:00,208.3,164,150,158,5,59.54,11,12,17
2019-11-12 18:00:00,186.6,164,148,153,6,59.54,11,12,18
2019-11-12 19:00:00,167.1,164,150,158,5,59.57,11,12,19
2019-11-12 20:00:00,171.3,162,150,168,5,59.6,11,12,20
2019-11-12 21:00:00,170.8,162,150,168,4,59.69,11,12,21
2019-11-12 22:00:00,169.1,164,150,158,4,59.72,11,12,22
2019-11-12 23:00:00,168,162,150,168,6,59.72,11,12,23
2019-11-13 00:00:00,159.8,162,150,168,5,59.69,11,13,0
2019-11-13 01:00:00,155.3,162,150,168,4,59.63,11,13,1
2019-11-13 02:00:00,153.9,162,150,168,3,59.6,11,13,2
2019-11-13 03:00:00,156.1,162,150,168,3,59.6,11,13,3
2019-11-13 04:00:00,156.4,162,150,168,4,59.6,11,13,4
2019-11-13 05:00:00,162.6,160,150,173,4,59.6,11,13,5
2019-11-13 06:00:00,160.6,158,154,188,4,59.66,11,13,6
2019-11-13 07:00:00,196.8,160,150,173,4,59.66,11,13,7
2019-11-13 08:00:00,197,166,154,163,4,59.72,11,13,8
2019-11-13 09:00:00,215.5,174,154,144,6,59.72,11,13,9
2019-11-13 10:00:00,219.8,174,150,136,8,59.72,11,13,10
2019-11-13 11:00:00,221.7,180,148,121,10,59.69,11,13,11
2019-11-13 12:00:00,218.6,181,145,111,11,59.63,11,13,12
2019-11-13 13:00:00,219.1,180,148,121,12,59.57,11,13,13
2019-11-13 14:00:00,222.1,180,147,117,9,59.51,11,13,14
2019-11-13 15:00:00,225.8,180,148,121,14,59.48,11,13,15
2019-11-13 16:00:00,223.6,176,150,132,16,59.45,11,13,16
2019-11-13 17:00:00,222.1,172,150,140,13,59.48,11,13,17
2019-11-13 18:00:00,220,168,154,158,16,59.51,11,13,18
2019-11-13 19:00:00,186.8,168,154,158,12,59.57,11,13,19
2019-11-13 20:00:00,187.1,168,154,158,13,59.66,11,13,20
2019-11-13 21:00:00,182.5,168,154,158,10,59.69,11,13,21
2019-11-13 22:00:00,179.9,164,154,168,5,59.72,11,13,22
2019-11-13 23:00:00,181.2,164,154,168,5,59.72,11,13,23
2019-11-14 00:00:00,174.1,163,154,173,5,59.69,11,14,0
2019-11-14 01:00:00,169.7,162,154,178,10,59.66,11,14,1
2019-11-14 02:00:00,167.8,162,154,178,12,59.6,11,14,2
2019-11-14 03:00:00,165.3,162,152,173,9,59.57,11,14,3
2019-11-14 04:00:00,162.7,160,152,178,9,59.57,11,14,4
2019-11-14 05:00:00,165.8,158,150,178,8,59.6,11,14,5
2019-11-14 06:00:00,166.2,158,150,178,11,59.63,11,14,6
2019-11-14 07:00:00,200,160,154,183,6,59.66,11,14,7
2019-11-14 08:00:00,226.5,162,150,168,12,59.72,11,14,8
2019-11-14 09:00:00,217.1,162,150,168,15,59.78,11,14,9
2019-11-14 10:00:00,211.4,158,148,172,20,59.78,11,14,10
2019-11-14 11:00:00,212.5,162,148,163,13,59.78,11,14,11
2019-11-14 12:00:00,213.5,163,150,163,12,59.72,11,14,12
2019-11-14 13:00:00,215.9,168,152,153,12,59.63,11,14,13
2019-11-14 14:00:00,221.5,170,152,149,18,59.54,11,14,14
2019-11-14 15:00:00,224.5,170,150,144,21,59.51,11,14,15
2019-11-14 16:00:00,224,172,150,140,16,59.48,11,14,16
2019-11-14 17:00:00,220.4,170,150,144,19,59.45,11,14,17
2019-11-14 18:00:00,211.5,166,148,148,16,59.51,11,14,18
2019-11-14 19:00:00,176.4,164,150,158,15,59.57,11,14,19
2019-11-14 20:00:00,181.5,163,150,163,9,59.63,11,14,20
2019-11-14 21:00:00,178.4,163,154,173,8,59.69,11,14,21
2019-11-14 22:00:00,176.1,162,154,178,5,59.72,11,14,22
2019-11-14 23:00:00,176.2,162,150,168,6,59.72,11,14,23
2019-11-15 00:00:00,169.4,162,154,178,4,59.69,11,15,0
2019-11-15 01:00:00,165,162,154,178,4,59.63,11,15,1
2019-11-15 02:00:00,164.6,162,154,178,3,59.6,11,15,2
2019-11-15 03:00:00,167.1,160,154,183,4,59.54,11,15,3
2019-11-15 04:00:00,166.1,162,154,178,5,59.54,11,15,4
2019-11-15 05:00:00,168.1,160,154,183,4,59.54,11,15,5
2019-11-15 06:00:00,166,162,150,168,5,59.57,11,15,6
2019-11-15 07:00:00,198.5,158,150,178,10,59.63,11,15,7
2019-11-15 08:00:00,218.3,154,148,183,4,59.69,11,15,8
2019-11-15 09:00:00,213.8,160,152,178,7,59.72,11,15,9
2019-11-15 10:00:00,216.3,160,152,178,11,59.78,11,15,10
2019-11-15 11:00:00,210.1,163,150,163,10,59.75,11,15,11
2019-11-15 12:00:00,188.9,166,150,153,10,59.69,11,15,12
2019-11-15 13:00:00,223.4,168,148,144,12,59.6,11,15,13
2019-11-15 14:00:00,222.2,172,148,136,9,59.54,11,15,14
2019-11-15 15:00:00,220,174,146,128,8,59.48,11,15,15
2019-11-15 16:00:00,221.1,168,150,148,15,59.48,11,15,16
2019-11-15 17:00:00,219.6,166,150,153,12,59.51,11,15,17
2019-11-15 18:00:00,190.9,164,150,158,6,59.57,11,15,18
2019-11-15 19:00:00,189.3,162,154,178,7,59.6,11,15,19
2019-11-15 20:00:00,178.4,162,150,168,5,59.66,11,15,20
2019-11-15 21:00:00,175.4,162,150,168,5,59.72,11,15,21
2019-11-15 22:00:00,173.8,162,150,168,3,59.72,11,15,22
2019-11-15 23:00:00,172.6,160,150,173,4,59.72,11,15,23
2019-11-16 00:00:00,158.1,160,150,173,3,59.66,11,16,0
2019-11-16 01:00:00,154,160,150,173,5,59.63,11,16,1
2019-11-16 02:00:00,155.2,158,150,178,4,59.6,11,16,2
2019-11-16 03:00:00,155.7,158,150,178,4,59.6,11,16,3
2019-11-16 04:00:00,156.6,158,150,178,4,59.54,11,16,4
2019-11-16 05:00:00,154,158,150,178,5,59.57,11,16,5
2019-11-16 06:00:00,154.1,158,150,178,4,59.6,11,16,6
2019-11-16 07:00:00,178,163,150,163,5,59.63,11,16,7
2019-11-16 08:00:00,188.9,164,150,158,6,59.69,11,16,8
2019-11-16 09:00:00,191.4,170,154,153,10,59.72,11,16,9
2019-11-16 10:00:00,192.5,176,152,136,15,59.72,11,16,10
2019-11-16 11:00:00,193.8,176,146,124,11,59.69,11,16,11
2019-11-16 12:00:00,193.1,181,148,117,11,59.63,11,16,12
2019-11-16 13:00:00,193.2,178,150,128,16,59.57,11,16,13
2019-11-16 14:00:00,209.8,176,152,136,21,59.48,11,16,14
2019-11-16 15:00:00,215.2,176,148,128,13,59.48,11,16,15
2019-11-16 16:00:00,199,172,152,144,16,59.48,11,16,16
2019-11-16 17:00:00,184.6,170,152,148,19,59.54,11,16,17
2019-11-16 18:00:00,183.2,168,150,148,19,59.6,11,16,18
2019-11-16 19:00:00,176.6,166,152,158,16,59.63,11,16,19
2019-11-16 20:00:00,170,162,154,178,13,59.66,11,16,20
2019-11-16 21:00:00,168.4,162,154,178,5,59.72,11,16,21
2019-11-16 22:00:00,164.6,162,154,178,4,59.72,11,16,22
2019-11-16 23:00:00,165.2,162,152,173,5,59.72,11,16,23
2019-11-17 00:00:00,157.8,162,150,168,6,59.72,11,17,0
2019-11-17 01:00:00,157,162,150,168,5,59.66,11,17,1
2019-11-17 02:00:00,155.2,162,152,173,3,59.6,11,17,2
2019-11-17 03:00:00,155.5,158,152,183,5,59.6,11,17,3
2019-11-17 04:00:00,155.6,158,150,178,5,59.54,11,17,4
2019-11-17 05:00:00,152,158,150,178,3,59.57,11,17,5
2019-11-17 06:00:00,152.1,158,146,166,4,59.6,11,17,6
2019-11-17 07:00:00,165.8,163,148,158,4,59.63,11,17,7
2019-11-17 08:00:00,177.8,168,154,158,8,59.66,11,17,8
2019-11-17 09:00:00,187.9,172,150,140,11,59.72,11,17,9
2019-11-17 10:00:00,189.5,178,148,124,13,59.72,11,17,10
2019-11-17 11:00:00,186.8,181,143,108,11,59.69,11,17,11
2019-11-17 12:00:00,185.8,182,140,98,13,59.63,11,17,12
2019-11-17 13:00:00,186.6,183,145,108,16,59.57,11,17,13
2019-11-17 14:00:00,193.5,184,145,104,23,59.54,11,17,14
2019-11-17 15:00:00,190.9,180,150,124,21,59.54,11,17,15
2019-11-17 16:00:00,190.2,176,148,128,27,59.48,11,17,16
2019-11-17 17:00:00,189.4,176,148,128,17,59.51,11,17,17
2019-11-17 18:00:00,180.1,172,146,132,14,59.54,11,17,18
2019-11-17 19:00:00,177.3,168,150,148,12,59.6,11,17,19
2019-11-17 20:00:00,175.5,164,148,153,6,59.63,11,17,20
2019-11-17 21:00:00,177.7,164,150,158,10,59.69,11,17,21
2019-11-17 22:00:00,180.2,164,154,168,5,59.69,11,17,22
2019-11-17 23:00:00,179.2,163,152,168,7,59.66,11,17,23
2019-11-18 00:00:00,170.2,162,150,168,4,59.66,11,18,0
2019-11-18 01:00:00,166.2,162,152,173,4,59.63,11,18,1
2019-11-18 02:00:00,167.1,160,154,183,5,59.6,11,18,2
2019-11-18 03:00:00,163.8,162,154,178,5,59.6,11,18,3
2019-11-18 04:00:00,161.1,158,154,188,4,59.6,11,18,4
2019-11-18 05:00:00,163.9,158,154,188,4,59.6,11,18,5
2019-11-18 06:00:00,167.7,158,154,188,3,59.66,11,18,6
2019-11-18 07:00:00,215.4,160,154,183,4,59.69,11,18,7
2019-11-18 08:00:00,229.5,164,154,168,8,59.72,11,18,8
2019-11-18 09:00:00,220,170,154,153,12,59.75,11,18,9
2019-11-18 10:00:00,218.7,174,152,140,14,59.75,11,18,10
2019-11-18 11:00:00,217.9,180,146,118,17,59.69,11,18,11
2019-11-18 12:00:00,220.7,182,145,107,14,59.6,11,18,12
2019-11-18 13:00:00,219.4,184,144,101,15,59.54,11,18,13
2019-11-18 14:00:00,222.5,178,146,121,25,59.48,11,18,14
2019-11-18 15:00:00,226.9,170,146,136,26,59.48,11,18,15
2019-11-18 16:00:00,230.3,172,150,140,16,59.48,11,18,16
2019-11-18 17:00:00,199.5,163,152,168,8,59.48,11,18,17
2019-11-18 18:00:00,205.8,164,150,158,7,59.51,11,18,18
2019-11-18 19:00:00,185.8,164,150,158,4,59.6,11,18,19
2019-11-18 20:00:00,181.9,162,148,163,4,59.63,11,18,20
2019-11-18 21:00:00,174.6,162,148,163,4,59.66,11,18,21
2019-11-18 22:00:00,174,162,150,168,4,59.66,11,18,22
2019-11-18 23:00:00,169.8,162,152,173,4,59.66,11,18,23
2019-11-19 00:00:00,163.3,162,154,178,4,59.63,11,19,0
2019-11-19 01:00:00,159.6,162,154,178,4,59.6,11,19,1
2019-11-19 02:00:00,158.2,160,154,183,4,59.57,11,19,2
2019-11-19 03:00:00,161,158,154,188,5,59.54,11,19,3
2019-11-19 04:00:00,161.5,158,154,188,6,59.54,11,19,4
2019-11-19 05:00:00,164.2,158,154,188,5,59.54,11,19,5
2019-11-19 06:00:00,166.1,158,154,188,3,59.6,11,19,6
2019-11-19 07:00:00,202.3,160,154,183,5,59.6,11,19,7
2019-11-19 08:00:00,220.2,162,154,178,8,59.69,11,19,8
2019-11-19 09:00:00,212.9,163,154,173,7,59.69,11,19,9
2019-11-19 10:00:00,217.6,166,154,163,8,59.66,11,19,10
2019-11-19 11:00:00,220,172,152,144,12,59.63,11,19,11
2019-11-19 12:00:00,222,174,152,140,19,59.6,11,19,12
2019-11-19 13:00:00,224.6,178,152,132,17,59.54,11,19,13
2019-11-19 14:00:00,228,176,150,132,17,59.48,11,19,14
2019-11-19 15:00:00,226.2,176,148,128,18,59.48,11,19,15
2019-11-19 16:00:00,222.7,172,150,140,16,59.48,11,19,16
2019-11-19 17:00:00,219.2,166,148,148,13,59.48,11,19,17
2019-11-19 18:00:00,196.6,164,148,153,6,59.54,11,19,18
2019-11-19 19:00:00,185.6,164,150,158,4,59.6,11,19,19
2019-11-19 20:00:00,181,164,154,168,4,59.6,11,19,20
2019-11-19 21:00:00,177.6,162,154,178,5,59.66,11,19,21
2019-11-19 22:00:00,179.1,162,154,178,4,59.66,11,19,22
2019-11-19 23:00:00,179.8,162,154,178,4,59.66,11,19,23
2019-11-20 00:00:00,172.8,162,150,168,6,59.6,11,20,0
2019-11-20 01:00:00,169.5,162,150,168,5,59.57,11,20,1
